# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;cara sonriendo;cara|cara sonriendo|divertido|feliz|sonrisa
	👮🏻‍♂️;agente de policía hombre: tono de piel claro;agente|agente de policía hombre|agente de policía hombre: tono de piel claro|hombre|poli|policía|tono de piel claro
	👮🏼‍♂️;agente de policía hombre: tono de piel claro medio;agente|agente de policía hombre|agente de policía hombre: tono de piel claro medio|hombre|poli|policía|tono de piel claro medio
	👮🏽‍♂️;agente de policía hombre: tono de piel medio;agente|agente de policía hombre|agente de policía hombre: tono de piel medio|hombre|poli|policía|tono de piel medio
	👮🏾‍♂️;agente de policía hombre: tono de piel oscuro medio;agente|agente de policía hombre|agente de policía hombre: tono de piel oscuro medio|hombre|poli|policía|tono de piel oscuro medio
	👮🏿‍♂️;agente de policía hombre: tono de piel oscuro;agente|agente de policía hombre|agente de policía hombre: tono de piel oscuro|hombre|poli|policía|tono de piel oscuro
👮‍♀️;agente de policía mujer;agente|agente de policía mujer|mujer|poli|policía
	👮🏻‍♀️;agente de policía mujer: tono de piel claro;agente|agente de policía mujer|agente de policía mujer: tono de piel claro|mujer|poli|policía|tono de piel claro
	👮🏼‍♀️;agente de policía mujer: tono de piel claro medio;agente|agente de policía mujer|agente de policía mujer: tono de piel claro medio|mujer|poli|policía|tono de piel claro medio
	👮🏽‍♀️;agente de policía mujer: tono de piel medio;agente|agente de policía mujer|agente de policía mujer: tono de piel medio|mujer|poli|policía|tono de piel medio
	👮🏾‍♀️;agente de policía mujer: tono de piel oscuro medio;agente|agente de policía mujer|agente de policía mujer: tono de piel oscuro medio|mujer|poli|policía|tono de piel oscuro medio
	👮🏿‍♀️;agente de policía mujer: tono de piel oscuro;agente|agente de policía mujer|agente de policía mujer: tono de piel oscuro|mujer|poli|policía|tono de piel oscuro
🕵️;detective;cara|detective|espía
	🕵🏻;detective: tono de piel claro;cara|detective|detective: tono de piel claro|espía|tono de piel claro
	🕵🏼;detective: tono de piel claro medio;cara|detective|detective: tono de piel claro medio|espía|tono de piel claro medio
	🕵🏽;detective: tono de piel medio;cara|detective|detective: tono de piel medio|espía|tono de piel medio
	🕵🏾;detective: tono de piel oscuro medio;cara|detective|detective: tono de piel oscuro medio|espía|tono de piel oscuro medio
	🕵🏿;detective: tono de piel oscuro;cara|detective|detective: tono de piel oscuro|espía|tono de piel oscuro
🕵️‍♂️;detective hombre;agente|detective|espía|hombre|investigador
	🕵🏻‍♂️;detective hombre: tono de piel claro;agente|detective|detective hombre: tono de piel claro|espía|hombre|investigador|tono de piel claro
	🕵🏼‍♂️;detective hombre: tono de piel claro medio;agente|detective|detective hombre: tono de piel claro medio|espía|hombre|investigador|tono de piel claro medio
	🕵🏽‍♂️;detective hombre: tono de piel medio;agente|detective|detective hombre: tono de piel medio|espía|hombre|investigador|tono de piel medio
	🕵🏾‍♂️;detective hombre: tono de piel oscuro medio;agente|detective|detective hombre: tono de piel oscuro medio|espía|hombre|investigador|tono de piel oscuro medio
	🕵🏿‍♂️;detective hombre: tono de piel oscuro;agente|detective|detective hombre: tono de piel oscuro|espía|hombre|investigador|tono de piel oscuro
🕵️‍♀️;detective mujer;agente|detective|espía|investigadora|mujer
	🕵🏻‍♀️;detective mujer: tono de piel claro;agente|detective|detective mujer: tono de piel claro|espía|investigadora|mujer|tono de piel claro
	🕵🏼‍♀️;detective mujer: tono de piel claro medio;agente|detective|detective mujer: tono de piel claro medio|espía|investigadora|mujer|tono de piel claro medio
	🕵🏽‍♀️;detective mujer: tono de piel medio;agente|detective|detective mujer: tono de piel medio|espía|investigadora|mujer|tono de piel medio
	🕵🏾‍♀️;detective mujer: tono de piel oscuro medio;agente|detective|detective mujer: tono de piel oscuro medio|espía|investigadora|mujer|tono de piel oscuro medio
	🕵🏿‍♀️;detective mujer: tono de piel oscuro;agente|detective|detective mujer: tono de piel oscuro|espía|investigadora|mujer|tono de piel oscuro
💂;guardia;guardia|guardia real británica
	💂🏻;guardia: tono de piel claro;guardia|guardia real británica|guardia: tono de piel claro|tono de piel claro
	💂🏼;guardia: tono de piel claro medio;guardia|guardia real británica|guardia: tono de piel claro medio|tono de piel claro medio
	💂🏽;guardia: tono de piel medio;guardia|guardia real británica|guardia: tono de piel medio|tono de piel medio
	💂🏾;guardia: tono de piel oscuro medio;guardia|guardia real británica|guardia: tono de piel oscuro medio|tono de piel oscuro medio
	💂🏿;guardia: tono de piel oscuro;guardia|guardia real británica|guardia: tono de piel oscuro|tono de piel oscuro
💂‍♂️;guardia hombre;guardia|hombre|vigilante
	💂🏻‍♂️;guardia hombre: tono de piel claro;guardia|guardia hombre: tono de piel claro|hombre|tono de piel claro|vigilante
	💂🏼‍♂️;guardia hombre: tono de piel claro medio;guardia|guardia hombre: tono de piel claro medio|hombre|tono de piel claro medio|vigilante
	💂🏽‍♂️;guardia hombre: tono de piel medio;guardia|guardia hombre: tono de piel medio|hombre|tono de piel medio|vigilante
	💂🏾‍♂️;guardia hombre: tono de piel oscuro medio;guardia|guardia hombre: tono de piel oscuro medio|hombre|tono de piel oscuro medio|vigilante
	💂🏿‍♂️;guardia hombre: tono de piel oscuro;guardia|guardia hombre: tono de piel oscuro|hombre|tono de piel oscuro|vigilante
💂‍♀️;guardia mujer;guardia|mujer|vigilante
	💂🏻‍♀️;guardia mujer: tono de piel claro;guardia|guardia mujer: tono de piel claro|mujer|tono de piel claro|vigilante
	💂🏼‍♀️;guardia mujer: tono de piel claro medio;guardia|guardia mujer: tono de piel claro medio|mujer|tono de piel claro medio|vigilante
	💂🏽‍♀️;guardia mujer: tono de piel medio;guardia|guardia mujer: tono de piel medio|mujer|tono de piel medio|vigilante
	💂🏾‍♀️;guardia mujer: tono de piel oscuro medio;guardia|guardia mujer: tono de piel oscuro medio|mujer|tono de piel oscuro medio|vigilante
	💂🏿‍♀️;guardia mujer: tono de piel oscuro;guardia|guardia mujer: tono de piel oscuro|mujer|tono de piel oscuro|vigilante
🥷;ninja;furtivo|guerrero|luchador|ninja|oculto|sigilo
	🥷🏻;ninja: tono de piel claro;furtivo|guerrero|luchador|ninja|ninja: tono de piel claro|oculto|sigilo|tono de piel claro
	🥷🏼;ninja: tono de piel claro medio;furtivo|guerrero|luchador|ninja|ninja: tono de piel claro medio|oculto|sigilo|tono de piel claro medio
	🥷🏽;ninja: tono de piel medio;furtivo|guerrero|luchador|ninja|ninja: tono de piel medio|oculto|sigilo|tono de piel medio
	🥷🏾;ninja: tono de piel oscuro medio;furtivo|guerrero|luchador|ninja|ninja: tono de piel oscuro medio|oculto|sigilo|tono de piel oscuro medio
	🥷🏿;ninja: tono de piel oscuro;furtivo|guerrero|luchador|ninja|ninja: tono de piel oscuro|oculto|sigilo|tono de piel oscuro
👷;profesional de la construcción;casco|construcción|obrero|profesional de la construcción|trabajador
	👷🏻;profesional de la construcción: tono de piel claro;casco|construcción|obrero|profesional de la construcción|profesional de la construcción: tono de piel claro|tono de piel claro|trabajador
	👷🏼;profesional de la construcción: tono de piel claro medio;casco|construcción|obrero|profesional de la construcción|profesional de la construcción: tono de piel claro medio|tono de piel claro medio|trabajador
	👷🏽;profesional de la construcción: tono de piel medio;casco|construcción|obrero|profesional de la construcción|profesional de la construcción: tono de piel medio|tono de piel medio|trabajador
	👷🏾;profesional de la construcción: tono de piel oscuro medio;casco|construcción|obrero|profesional de la construcción|profesional de la construcción: tono de piel oscuro medio|tono de piel oscuro medio|trabajador
	👷🏿;profesional de la construcción: tono de piel oscuro;casco|construcción|obrero|profesional de la construcción|profesional de la construcción: tono de piel oscuro|tono de piel oscuro|trabajador
👷‍♂️;profesional de la construcción hombre;albañil|construcción|hombre|obrero|profesional de la construcción hombre|trabajador
	👷🏻‍♂️;profesional de la construcción hombre: tono de piel claro;albañil|construcción|hombre|obrero|profesional de la construcción hombre|profesional de la construcción hombre: tono de piel claro|tono de piel claro|trabajador
	👷🏼‍♂️;profesional de la construcción hombre: tono de piel claro medio;albañil|construcción|hombre|obrero|profesional de la construcción hombre|profesional de la construcción hombre: tono de piel claro medio|tono de piel claro medio|trabajador
	👷🏽‍♂️;profesional de la construcción hombre: tono de piel medio;albañil|construcción|hombre|obrero|profesional de la construcción hombre|profesional de la construcción hombre: tono de piel medio|tono de piel medio|trabajador
	👷🏾‍♂️;profesional de la construcción hombre: tono de piel oscuro medio;albañil|construcción|hombre|obrero|profesional de la construcción hombre|profesional de la construcción hombre: tono de piel oscuro medio|tono de piel oscuro medio|trabajador
	👷🏿‍♂️;profesional de la construcción hombre: tono de piel oscuro;albañil|construcción|hombre|obrero|profesional de la construcción hombre|profesional de la construcción hombre: tono de piel oscuro|tono de piel oscuro|trabajador
👷‍♀️;profesional de la construcción mujer;albañila|construcción|mujer|obrera|profesional de la construcción mujer|trabajadora
	👷🏻‍♀️;profesional de la construcción mujer: tono de piel claro;albañila|construcción|mujer|obrera|profesional de la construcción mujer|profesional de la construcción mujer: tono de piel claro|tono de piel claro|trabajadora
	👷🏼‍♀️;profesional de la construcción mujer: tono de piel claro medio;albañila|construcción|mujer|obrera|profesional de la construcción mujer|profesional de la construcción mujer: tono de piel claro medio|tono de piel claro medio|trabajadora
	👷🏽‍♀️;profesional de la construcción mujer: tono de piel medio;albañila|construcción|mujer|obrera|profesional de la construcción mujer|profesional de la construcción mujer: tono de piel medio|tono de piel medio|trabajadora
	👷🏾‍♀️;profesional de la construcción mujer: tono de piel oscuro medio;albañila|construcción|mujer|obrera|profesional de la construcción mujer|profesional de la construcción mujer: tono de piel oscuro medio|tono de piel oscuro medio|trabajadora
	👷🏿‍♀️;profesional de la construcción mujer: tono de piel oscuro;albañila|construcción|mujer|obrera|profesional de la construcción mujer|profesional de la construcción mujer: tono de piel oscuro|tono de piel oscuro|trabajadora
🫅;persona con corona;majestad|monarca|monarquía|noble|persona con corona|real|realeza
	🫅🏻;persona con corona: tono de piel claro;majestad|monarca|monarquía|noble|persona con corona|persona con corona: tono de piel claro|real|realeza|tono de piel claro
	🫅🏼;persona con corona: tono de piel claro medio;majestad|monarca|monarquía|noble|persona con corona|persona con corona: tono de piel claro medio|real|realeza|tono de piel claro medio
	🫅🏽;persona con corona: tono de piel medio;majestad|monarca|monarquía|noble|persona con corona|persona con corona: tono de piel medio|real|realeza|tono de piel medio
	🫅🏾;persona con corona: tono de piel oscuro medio;majestad|monarca|monarquía|noble|persona con corona|persona con corona: tono de piel oscuro medio|real|realeza|tono de piel oscuro medio
	🫅🏿;persona con corona: tono de piel oscuro;majestad|monarca|monarquía|noble|persona con corona|persona con corona: tono de piel oscuro|real|realeza|tono de piel oscuro
🤴;príncipe;corona|príncipe
	🤴🏻;príncipe: tono de piel claro;corona|príncipe|príncipe: tono de piel claro|tono de piel claro
	🤴🏼;príncipe: tono de piel claro medio;corona|príncipe|príncipe: tono de piel claro medio|tono de piel claro medio
	🤴🏽;príncipe: tono de piel medio;corona|príncipe|príncipe: tono de piel medio|tono de piel medio
	🤴🏾;príncipe: tono de piel oscuro medio;corona|príncipe|príncipe: tono de piel oscuro medio|tono de piel oscuro medio
	🤴🏿;príncipe: tono de piel oscuro;corona|príncipe|príncipe: tono de piel oscuro|tono de piel oscuro
👸;princesa;cuento|fantasía|hadas|princesa
	👸🏻;princesa: tono de piel claro;cuento|fantasía|hadas|princesa|princesa: tono de piel claro|tono de piel claro
	👸🏼;princesa: tono de piel claro medio;cuento|fantasía|hadas|princesa|princesa: tono de piel claro medio|tono de piel claro medio
	👸🏽;princesa: tono de piel medio;cuento|fantasía|hadas|princesa|princesa: tono de piel medio|tono de piel medio
	👸🏾;princesa: tono de piel oscuro medio;cuento|fantasía|hadas|princesa|princesa: tono de piel oscuro medio|tono de piel oscuro medio
	👸🏿;princesa: tono de piel oscuro;cuento|fantasía|hadas|princesa|princesa: tono de piel oscuro|tono de piel oscuro
👳;persona con turbante;persona con turbante|turbante
	👳🏻;persona con turbante: tono de piel claro;persona con turbante|persona con turbante: tono de piel claro|tono de piel claro|turbante
	👳🏼;persona con turbante: tono de piel claro medio;persona con turbante|persona con turbante: tono de piel claro medio|tono de piel claro medio|turbante
	👳🏽;persona con turbante: tono de piel medio;persona con turbante|persona con turbante: tono de piel medio|tono de piel medio|turbante
	👳🏾;persona con turbante: tono de piel oscuro medio;persona con turbante|persona con turbante: tono de piel oscuro medio|tono de piel oscuro medio|turbante
