# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;faccina con un gran sorriso;faccina|faccina che sogghigna|faccina con un gran sorriso|risata|sogghignare
	👨🏿‍🏭;operaio: carnagione scura;carnagione scura|fabbrica|industria|operaio|operaio: carnagione scura|uomo
👩‍🏭;operaia;donna|fabbrica|industria|operaia
	👩🏻‍🏭;operaia: carnagione chiara;carnagione chiara|donna|fabbrica|industria|operaia|operaia: carnagione chiara
	👩🏼‍🏭;operaia: carnagione abbastanza chiara;carnagione abbastanza chiara|donna|fabbrica|industria|operaia|operaia: carnagione abbastanza chiara
	👩🏽‍🏭;operaia: carnagione olivastra;carnagione olivastra|donna|fabbrica|industria|operaia|operaia: carnagione olivastra
	👩🏾‍🏭;operaia: carnagione abbastanza scura;carnagione abbastanza scura|donna|fabbrica|industria|operaia|operaia: carnagione abbastanza scura
	👩🏿‍🏭;operaia: carnagione scura;carnagione scura|donna|fabbrica|industria|operaia|operaia: carnagione scura
🧑‍💼;persona che fa un lavoro d’ufficio;architetto|business|impiegato|manager|persona che fa un lavoro d’ufficio
	🧑🏻‍💼;persona che fa un lavoro d’ufficio: carnagione chiara;architetto|business|carnagione chiara|impiegato|manager|persona che fa un lavoro d’ufficio|persona che fa un lavoro d’ufficio: carnagione chiara
	🧑🏼‍💼;persona che fa un lavoro d’ufficio: carnagione abbastanza chiara;architetto|business|carnagione abbastanza chiara|impiegato|manager|persona che fa un lavoro d’ufficio|persona che fa un lavoro d’ufficio: carnagione abbastanza chiara
	🧑🏽‍💼;persona che fa un lavoro d’ufficio: carnagione olivastra;architetto|business|carnagione olivastra|impiegato|manager|persona che fa un lavoro d’ufficio|persona che fa un lavoro d’ufficio: carnagione olivastra
	🧑🏾‍💼;persona che fa un lavoro d’ufficio: carnagione abbastanza scura;architetto|business|carnagione abbastanza scura|impiegato|manager|persona che fa un lavoro d’ufficio|persona che fa un lavoro d’ufficio: carnagione abbastanza scura
	🧑🏿‍💼;persona che fa un lavoro d’ufficio: carnagione scura;architetto|business|carnagione scura|impiegato|manager|persona che fa un lavoro d’ufficio|persona che fa un lavoro d’ufficio: carnagione scura
👨‍💼;impiegato;architetto|business|impiegato|manager|ufficio|uomo
	👨🏻‍💼;impiegato: carnagione chiara;architetto|business|carnagione chiara|impiegato|impiegato: carnagione chiara|manager|ufficio|uomo
	👨🏼‍💼;impiegato: carnagione abbastanza chiara;architetto|business|carnagione abbastanza chiara|impiegato|impiegato: carnagione abbastanza chiara|manager|ufficio|uomo
	👨🏽‍💼;impiegato: carnagione olivastra;architetto|business|carnagione olivastra|impiegato|impiegato: carnagione olivastra|manager|ufficio|uomo
	👨🏾‍💼;impiegato: carnagione abbastanza scura;architetto|business|carnagione abbastanza scura|impiegato|impiegato: carnagione abbastanza scura|manager|ufficio|uomo
	👨🏿‍💼;impiegato: carnagione scura;architetto|business|carnagione scura|impiegato|impiegato: carnagione scura|manager|ufficio|uomo
👩‍💼;impiegata;architetto|business|donna|impiegata|manager|ufficio
	👩🏻‍💼;impiegata: carnagione chiara;architetto|business|carnagione chiara|donna|impiegata|impiegata: carnagione chiara|manager|ufficio
	👩🏼‍💼;impiegata: carnagione abbastanza chiara;architetto|business|carnagione abbastanza chiara|donna|impiegata|impiegata: carnagione abbastanza chiara|manager|ufficio
	👩🏽‍💼;impiegata: carnagione olivastra;architetto|business|carnagione olivastra|donna|impiegata|impiegata: carnagione olivastra|manager|ufficio
	👩🏾‍💼;impiegata: carnagione abbastanza scura;architetto|business|carnagione abbastanza scura|donna|impiegata|impiegata: carnagione abbastanza scura|manager|ufficio
	👩🏿‍💼;impiegata: carnagione scura;architetto|business|carnagione scura|donna|impiegata|impiegata: carnagione scura|manager|ufficio
🧑‍🔬;persona che lavora in campo scientifico;biologo|chimico|fisico|ingegnere|persona che lavora in campo scientifico|scienziato
	🧑🏻‍🔬;persona che lavora in campo scientifico: carnagione chiara;biologo|carnagione chiara|chimico|fisico|ingegnere|persona che lavora in campo scientifico|persona che lavora in campo scientifico: carnagione chiara|scienziato
	🧑🏼‍🔬;persona che lavora in campo scientifico: carnagione abbastanza chiara;biologo|carnagione abbastanza chiara|chimico|fisico|ingegnere|persona che lavora in campo scientifico|persona che lavora in campo scientifico: carnagione abbastanza chiara|scienziato
	🧑🏽‍🔬;persona che lavora in campo scientifico: carnagione olivastra;biologo|carnagione olivastra|chimico|fisico|ingegnere|persona che lavora in campo scientifico|persona che lavora in campo scientifico: carnagione olivastra|scienziato
	🧑🏾‍🔬;persona che lavora in campo scientifico: carnagione abbastanza scura;biologo|carnagione abbastanza scura|chimico|fisico|ingegnere|persona che lavora in campo scientifico|persona che lavora in campo scientifico: carnagione abbastanza scura|scienziato
	🧑🏿‍🔬;persona che lavora in campo scientifico: carnagione scura;biologo|carnagione scura|chimico|fisico|ingegnere|persona che lavora in campo scientifico|persona che lavora in campo scientifico: carnagione scura|scienziato
👨‍🔬;scienziato;biologia|chimica|scienza|scienziato|uomo
	👨🏻‍🔬;scienziato: carnagione chiara;biologia|carnagione chiara|chimica|scienza|scienziato|scienziato: carnagione chiara|uomo
	👨🏼‍🔬;scienziato: carnagione abbastanza chiara;biologia|carnagione abbastanza chiara|chimica|scienza|scienziato|scienziato: carnagione abbastanza chiara|uomo
	👨🏽‍🔬;scienziato: carnagione olivastra;biologia|carnagione olivastra|chimica|scienza|scienziato|scienziato: carnagione olivastra|uomo
	👨🏾‍🔬;scienziato: carnagione abbastanza scura;biologia|carnagione abbastanza scura|chimica|scienza|scienziato|scienziato: carnagione abbastanza scura|uomo
	👨🏿‍🔬;scienziato: carnagione scura;biologia|carnagione scura|chimica|scienza|scienziato|scienziato: carnagione scura|uomo
👩‍🔬;scienziata;biologia|chimica|donna|scienza|scienziata
	👩🏻‍🔬;scienziata: carnagione chiara;biologia|carnagione chiara|chimica|donna|scienza|scienziata|scienziata: carnagione chiara
	👩🏼‍🔬;scienziata: carnagione abbastanza chiara;biologia|carnagione abbastanza chiara|chimica|donna|scienza|scienziata|scienziata: carnagione abbastanza chiara
	👩🏽‍🔬;scienziata: carnagione olivastra;biologia|carnagione olivastra|chimica|donna|scienza|scienziata|scienziata: carnagione olivastra
	👩🏾‍🔬;scienziata: carnagione abbastanza scura;biologia|carnagione abbastanza scura|chimica|donna|scienza|scienziata|scienziata: carnagione abbastanza scura
	👩🏿‍🔬;scienziata: carnagione scura;biologia|carnagione scura|chimica|donna|scienza|scienziata|scienziata: carnagione scura
🧑‍💻;persona esperta di tecnologia;inventore|persona esperta di tecnologia|programmatore|software|sviluppatore|tecnologo
	🧑🏻‍💻;persona esperta di tecnologia: carnagione chiara;carnagione chiara|inventore|persona esperta di tecnologia|persona esperta di tecnologia: carnagione chiara|programmatore|software|sviluppatore|tecnologo
	🧑🏼‍💻;persona esperta di tecnologia: carnagione abbastanza chiara;carnagione abbastanza chiara|inventore|persona esperta di tecnologia|persona esperta di tecnologia: carnagione abbastanza chiara|programmatore|software|sviluppatore|tecnologo
	🧑🏽‍💻;persona esperta di tecnologia: carnagione olivastra;carnagione olivastra|inventore|persona esperta di tecnologia|persona esperta di tecnologia: carnagione olivastra|programmatore|software|sviluppatore|tecnologo
	🧑🏾‍💻;persona esperta di tecnologia: carnagione abbastanza scura;carnagione abbastanza scura|inventore|persona esperta di tecnologia|persona esperta di tecnologia: carnagione abbastanza scura|programmatore|software|sviluppatore|tecnologo
	🧑🏿‍💻;persona esperta di tecnologia: carnagione scura;carnagione scura|inventore|persona esperta di tecnologia|persona esperta di tecnologia: carnagione scura|programmatore|software|sviluppatore|tecnologo
👨‍💻;tecnologo;computer|programmatore|sviluppatore|tecnologo|uomo
	👨🏻‍💻;tecnologo: carnagione chiara;carnagione chiara|computer|programmatore|sviluppatore|tecnologo|tecnologo: carnagione chiara|uomo
	👨🏼‍💻;tecnologo: carnagione abbastanza chiara;carnagione abbastanza chiara|computer|programmatore|sviluppatore|tecnologo|tecnologo: carnagione abbastanza chiara|uomo
	👨🏽‍💻;tecnologo: carnagione olivastra;carnagione olivastra|computer|programmatore|sviluppatore|tecnologo|tecnologo: carnagione olivastra|uomo
	👨🏾‍💻;tecnologo: carnagione abbastanza scura;carnagione abbastanza scura|computer|programmatore|sviluppatore|tecnologo|tecnologo: carnagione abbastanza scura|uomo
	👨🏿‍💻;tecnologo: carnagione scura;carnagione scura|computer|programmatore|sviluppatore|tecnologo|tecnologo: carnagione scura|uomo
👩‍💻;tecnologa;computer|donna|programmatrice|sviluppatrice|tecnologa
	👩🏻‍💻;tecnologa: carnagione chiara;carnagione chiara|computer|donna|programmatrice|sviluppatrice|tecnologa|tecnologa: carnagione chiara
	👩🏼‍💻;tecnologa: carnagione abbastanza chiara;carnagione abbastanza chiara|computer|donna|programmatrice|sviluppatrice|tecnologa|tecnologa: carnagione abbastanza chiara
	👩🏽‍💻;tecnologa: carnagione olivastra;carnagione olivastra|computer|donna|programmatrice|sviluppatrice|tecnologa|tecnologa: carnagione olivastra
	👩🏾‍💻;tecnologa: carnagione abbastanza scura;carnagione abbastanza scura|computer|donna|programmatrice|sviluppatrice|tecnologa|tecnologa: carnagione abbastanza scura
	👩🏿‍💻;tecnologa: carnagione scura;carnagione scura|computer|donna|programmatrice|sviluppatrice|tecnologa|tecnologa: carnagione scura
🧑‍🎤;cantante;attore|cantante|intrattenitore|rock|star
	🧑🏻‍🎤;cantante: carnagione chiara;attore|cantante|cantante: carnagione chiara|carnagione chiara|intrattenitore|rock|star
	🧑🏼‍🎤;cantante: carnagione abbastanza chiara;attore|cantante|cantante: carnagione abbastanza chiara|carnagione abbastanza chiara|intrattenitore|rock|star
	🧑🏽‍🎤;cantante: carnagione olivastra;attore|cantante|cantante: carnagione olivastra|carnagione olivastra|intrattenitore|rock|star
	🧑🏾‍🎤;cantante: carnagione abbastanza scura;attore|cantante|cantante: carnagione abbastanza scura|carnagione abbastanza scura|intrattenitore|rock|star
	🧑🏿‍🎤;cantante: carnagione scura;attore|cantante|cantante: carnagione scura|carnagione scura|intrattenitore|rock|star
👨‍🎤;cantante uomo;attore|cantante|cantante uomo|musica|star
	👨🏻‍🎤;cantante uomo: carnagione chiara;attore|cantante|cantante uomo|cantante uomo: carnagione chiara|carnagione chiara|musica|star
	👨🏼‍🎤;cantante uomo: carnagione abbastanza chiara;attore|cantante|cantante uomo|cantante uomo: carnagione abbastanza chiara|carnagione abbastanza chiara|musica|star
	👨🏽‍🎤;cantante uomo: carnagione olivastra;attore|cantante|cantante uomo|cantante uomo: carnagione olivastra|carnagione olivastra|musica|star
	👨🏾‍🎤;cantante uomo: carnagione abbastanza scura;attore|cantante|cantante uomo|cantante uomo: carnagione abbastanza scura|carnagione abbastanza scura|musica|star
	👨🏿‍🎤;cantante uomo: carnagione scura;attore|cantante|cantante uomo|cantante uomo: carnagione scura|carnagione scura|musica|star
👩‍🎤;cantante donna;attrice|cantante|cantante donna|musica|star
	👩🏻‍🎤;cantante donna: carnagione chiara;attrice|cantante|cantante donna|cantante donna: carnagione chiara|carnagione chiara|musica|star
	👩🏼‍🎤;cantante donna: carnagione abbastanza chiara;attrice|cantante|cantante donna|cantante donna: carnagione abbastanza chiara|carnagione abbastanza chiara|musica|star
	👩🏽‍🎤;cantante donna: carnagione olivastra;attrice|cantante|cantante donna|cantante donna: carnagione olivastra|carnagione olivastra|musica|star
	👩🏾‍🎤;cantante donna: carnagione abbastanza scura;attrice|cantante|cantante donna|cantante donna: carnagione abbastanza scura|carnagione abbastanza scura|musica|star
	👩🏿‍🎤;cantante donna: carnagione scura;attrice|cantante|cantante donna|cantante donna: carnagione scura|carnagione scura|musica|star
🧑‍🎨;artista;artista|tavolozza
	🧑🏻‍🎨;artista: carnagione chiara;artista|artista: carnagione chiara|carnagione chiara|tavolozza
	🧑🏼‍🎨;artista: carnagione abbastanza chiara;artista|artista: carnagione abbastanza chiara|carnagione abbastanza chiara|tavolozza
	🧑🏽‍🎨;artista: carnagione olivastra;artista|artista: carnagione olivastra|carnagione olivastra|tavolozza
	🧑🏾‍🎨;artista: carnagione abbastanza scura;artista|artista: carnagione abbastanza scura|carnagione abbastanza scura|tavolozza
	🧑🏿‍🎨;artista: carnagione scura;artista|artista: carnagione scura|carnagione scura|tavolozza
👨‍🎨;artista uomo;arte|artista|pittore|uomo
	👨🏻‍🎨;artista uomo: carnagione chiara;arte|artista|artista uomo: carnagione chiara|carnagione chiara|pittore|uomo
	👨🏼‍🎨;artista uomo: carnagione abbastanza chiara;arte|artista|artista uomo: carnagione abbastanza chiara|carnagione abbastanza chiara|pittore|uomo
	👨🏽‍🎨;artista uomo: carnagione olivastra;arte|artista|artista uomo: carnagione olivastra|carnagione olivastra|pittore|uomo
	👨🏾‍🎨;artista uomo: carnagione abbastanza scura;arte|artista|artista uomo: carnagione abbastanza scura|carnagione abbastanza scura|pittore|uomo
	👨🏿‍🎨;artista uomo: carnagione scura;arte|artista|artista uomo: carnagione scura|carnagione scura|pittore|uomo
👩‍🎨;artista donna;arte|artista|donna|pittrice
	👩🏻‍🎨;artista donna: carnagione chiara;arte|artista|artista donna: carnagione chiara|carnagione chiara|donna|pittrice
	👩🏼‍🎨;artista donna: carnagione abbastanza chiara;arte|artista|artista donna: carnagione abbastanza chiara|carnagione abbastanza chiara|donna|pittrice
	👩🏽‍🎨;artista donna: carnagione olivastra;arte|artista|artista donna: carnagione olivastra|carnagione olivastra|donna|pittrice
	👩🏾‍🎨;artista donna: carnagione abbastanza scura;arte|artista|artista donna: carnagione abbastanza scura|carnagione abbastanza scura|donna|pittrice
	👩🏿‍🎨;artista donna: carnagione scura;arte|artista|artista donna: carnagione scura|carnagione scura|donna|pittrice
🧑‍✈️;pilota;aereo|pilota
	🧑🏻‍✈️;pilota: carnagione chiara;aereo|carnagione chiara|pilota|pilota: carnagione chiara
	🧑🏼‍✈️;pilota: carnagione abbastanza chiara;aereo|carnagione abbastanza chiara|pilota|pilota: carnagione abbastanza chiara
	🧑🏽‍✈️;pilota: carnagione olivastra;aereo|carnagione olivastra|pilota|pilota: carnagione olivastra
	🧑🏾‍✈️;pilota: carnagione abbastanza scura;aereo|carnagione abbastanza scura|pilota|pilota: carnagione abbastanza scura
	🧑🏿‍✈️;pilota: carnagione scura;aereo|carnagione scura|pilota|pilota: carnagione scura
👨‍✈️;pilota uomo;aereo|aeroplano|pilota|uomo
	👨🏻‍✈️;pilota uomo: carnagione chiara;aereo|aeroplano|carnagione chiara|pilota|pilota uomo: carnagione chiara|uomo
	👨🏼‍✈️;pilota uomo: carnagione abbastanza chiara;aereo|aeroplano|carnagione abbastanza chiara|pilota|pilota uomo: carnagione abbastanza chiara|uomo
	👨🏽‍✈️;pilota uomo: carnagione olivastra;aereo|aeroplano|carnagione olivastra|pilota|pilota uomo: carnagione olivastra|uomo
